event_id,request_id,p2_cycle_position,p2_position_label,p2_stage,zero_checkpoint_required,ethics_phase,ethics_policy_sha256,ethics_detector_id,ethics_detector_sha256,rule_id,family,name,enforcement,status,prev_ethics_hash,ethics_row_hash
0,public-000,0,"3,3 entry","3,3",False,REQUEST,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,DEC-8,Ten Commandments,No false witness,HARD_GATE,PASS,151be633b1f844abdc7ff22280ae0630055b69b71d2fd4515a74fd4547b36e52,cbad2dd33f649d9dfcabe73c8704df7e2c9fb6f94c4453f588e4862caabe4a14
0,public-000,0,"3,3 entry","3,3",False,REQUEST,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,DEC-9,Ten Commandments,No coercive interference with another relationship,HARD_GATE,PASS,cbad2dd33f649d9dfcabe73c8704df7e2c9fb6f94c4453f588e4862caabe4a14,cfc6aa0bec2b0b27c5f44a45881ccb38cb1bd4d3f0e046cede4444e9169bede5
0,public-000,0,"3,3 entry","3,3",False,REQUEST,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,DEC-10,Ten Commandments,No wrongful acquisition of another's property,HARD_GATE,PASS,cfc6aa0bec2b0b27c5f44a45881ccb38cb1bd4d3f0e046cede4444e9169bede5,149875be3b106713f9fca16a65c82f7845329a75c7afc39682128560a770072b
0,public-000,0,"3,3 entry","3,3",False,OUTPUT,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,ROB-1,Three Laws of Robotics,Human non-harm,HARD_GATE,PASS,149875be3b106713f9fca16a65c82f7845329a75c7afc39682128560a770072b,c9cbce92c46c2b3d0741513a1b4042de32fa8998336c74d9e20360d61c60687f
0,public-000,0,"3,3 entry","3,3",False,OUTPUT,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,ROB-2,Three Laws of Robotics,Bounded obedience,PRECEDENCE,PASS_PRECEDENCE,c9cbce92c46c2b3d0741513a1b4042de32fa8998336c74d9e20360d61c60687f,c823de0ebffb0c0844cf621d0937efbe59bfb6b06a4995407d65f2fd050968d1
0,public-000,0,"3,3 entry","3,3",False,OUTPUT,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,ROB-3,Three Laws of Robotics,Subordinate self-preservation,PRECEDENCE,PASS_PRECEDENCE,c823de0ebffb0c0844cf621d0937efbe59bfb6b06a4995407d65f2fd050968d1,aabc178ba3764ec94566c16e797a5abdfb64959ad4abb126dd1dcbde412beabf
0,public-000,0,"3,3 entry","3,3",False,OUTPUT,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,DEC-1,Ten Commandments,No deification claim,HARD_GATE,PASS,aabc178ba3764ec94566c16e797a5abdfb64959ad4abb126dd1dcbde412beabf,845cc24a5ab5015c88903d53077d06b58f1bd7edeff3da6c8f81efdd6f41e5db
0,public-000,0,"3,3 entry","3,3",False,OUTPUT,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,DEC-2,Ten Commandments,No deceptive divine invocation,HARD_GATE,PASS,845cc24a5ab5015c88903d53077d06b58f1bd7edeff3da6c8f81efdd6f41e5db,25e06992176206be75c14d48b8c2a46cc2265cec2049ea99d17b271ac0d3e69c
0,public-000,0,"3,3 entry","3,3",False,OUTPUT,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,DEC-3,Ten Commandments,Sabbath/rest observance,NOT_APPLICABLE,NOT_APPLICABLE,25e06992176206be75c14d48b8c2a46cc2265cec2049ea99d17b271ac0d3e69c,cff72e5e5a58e9b1143098bfa6f4b4767e7dfe805279b67bcc9173fce1252f10
0,public-000,0,"3,3 entry","3,3",False,OUTPUT,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,DEC-4,Ten Commandments,Honor parents/family,NOT_APPLICABLE,NOT_APPLICABLE,cff72e5e5a58e9b1143098bfa6f4b4767e7dfe805279b67bcc9173fce1252f10,e0646dcd3255c3afeda8578d8d44e414b17cb2529266afa425a06b578dceafb7
0,public-000,0,"3,3 entry","3,3",False,OUTPUT,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,DEC-5,Ten Commandments,No killing or physical injury,HARD_GATE,PASS,e0646dcd3255c3afeda8578d8d44e414b17cb2529266afa425a06b578dceafb7,93646a88f38f378eb0776f4f7a6e90dc5a2a082dd74ba4d8cb7889683e0576b0
0,public-000,0,"3,3 entry","3,3",False,OUTPUT,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,DEC-6,Ten Commandments,No facilitation of sexual betrayal/exploitation,HARD_GATE,PASS,93646a88f38f378eb0776f4f7a6e90dc5a2a082dd74ba4d8cb7889683e0576b0,aa104b8ddfa7559ec0a2edb6a8147769f484a8f95effc829e397a087289aadfc
0,public-000,0,"3,3 entry","3,3",False,OUTPUT,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,DEC-7,Ten Commandments,No theft,HARD_GATE,PASS,aa104b8ddfa7559ec0a2edb6a8147769f484a8f95effc829e397a087289aadfc,d8691fac7f9eca8c75f79b6b96e8c7e377f27de159d79aa1676dc4ef382b620f
0,public-000,0,"3,3 entry","3,3",False,OUTPUT,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,DEC-8,Ten Commandments,No false witness,HARD_GATE,PASS,d8691fac7f9eca8c75f79b6b96e8c7e377f27de159d79aa1676dc4ef382b620f,832dd68061a3445b6655db7fe2d1cdcd872087e7a6663b110b95483719eb0252
0,public-000,0,"3,3 entry","3,3",False,OUTPUT,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,DEC-9,Ten Commandments,No coercive interference with another relationship,HARD_GATE,PASS,832dd68061a3445b6655db7fe2d1cdcd872087e7a6663b110b95483719eb0252,9fa4d7bd075be083ceb8262c42218a16b2f5448a98801c1b0f4a6e806e2ebe05
0,public-000,0,"3,3 entry","3,3",False,OUTPUT,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,DEC-10,Ten Commandments,No wrongful acquisition of another's property,HARD_GATE,PASS,9fa4d7bd075be083ceb8262c42218a16b2f5448a98801c1b0f4a6e806e2ebe05,d6249ce0de70252d85e1a6ba008a7f5a613cb35170a708d4d3abeadba3fa25f9
1,public-001,1,"0,0 reference","0,0",True,REQUEST,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,ROB-1,Three Laws of Robotics,Human non-harm,HARD_GATE,PASS,d6249ce0de70252d85e1a6ba008a7f5a613cb35170a708d4d3abeadba3fa25f9,2ab2059214a378cc0ada26d8ce0d789a8272b3c83eb36d26cd3c222afcaa6dfd
1,public-001,1,"0,0 reference","0,0",True,REQUEST,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,ROB-2,Three Laws of Robotics,Bounded obedience,PRECEDENCE,PASS_PRECEDENCE,2ab2059214a378cc0ada26d8ce0d789a8272b3c83eb36d26cd3c222afcaa6dfd,7a2406d9fbc48e13b6d59ca05c69e1b5fc70794665aa34c218b35c924b706a84
1,public-001,1,"0,0 reference","0,0",True,REQUEST,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,ROB-3,Three Laws of Robotics,Subordinate self-preservation,PRECEDENCE,PASS_PRECEDENCE,7a2406d9fbc48e13b6d59ca05c69e1b5fc70794665aa34c218b35c924b706a84,9d02c9edd83a7e1eb3898d75f16e5e21c7de6d3b41578642019c19382bec691d
1,public-001,1,"0,0 reference","0,0",True,REQUEST,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,DEC-1,Ten Commandments,No deification claim,HARD_GATE,PASS,9d02c9edd83a7e1eb3898d75f16e5e21c7de6d3b41578642019c19382bec691d,95fc7d97aef674cee9c8a952b73caf942f662cb7fc1fcb3463b8b2713ceec664
1,public-001,1,"0,0 reference","0,0",True,REQUEST,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,DEC-2,Ten Commandments,No deceptive divine invocation,HARD_GATE,PASS,95fc7d97aef674cee9c8a952b73caf942f662cb7fc1fcb3463b8b2713ceec664,c50e9f826aa9ede6a9f60cdca087012fb2e066e44677e0a2215632643b1d2b4e
1,public-001,1,"0,0 reference","0,0",True,REQUEST,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,DEC-3,Ten Commandments,Sabbath/rest observance,NOT_APPLICABLE,NOT_APPLICABLE,c50e9f826aa9ede6a9f60cdca087012fb2e066e44677e0a2215632643b1d2b4e,0442c84d2a6bbfc3766b9281983732a41d5ba0f99e3a69c9831e140357c9a3ec
1,public-001,1,"0,0 reference","0,0",True,REQUEST,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,DEC-4,Ten Commandments,Honor parents/family,NOT_APPLICABLE,NOT_APPLICABLE,0442c84d2a6bbfc3766b9281983732a41d5ba0f99e3a69c9831e140357c9a3ec,4ab15af5b97905d8e6ab6ce69518f99fc1a640b644f141b71e4d87e716e19c66
1,public-001,1,"0,0 reference","0,0",True,REQUEST,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,DEC-5,Ten Commandments,No killing or physical injury,HARD_GATE,PASS,4ab15af5b97905d8e6ab6ce69518f99fc1a640b644f141b71e4d87e716e19c66,660854670c001a6a4896869fdc892fe6638a92db4b9589969ddedd119041e02e
1,public-001,1,"0,0 reference","0,0",True,REQUEST,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,DEC-6,Ten Commandments,No facilitation of sexual betrayal/exploitation,HARD_GATE,PASS,660854670c001a6a4896869fdc892fe6638a92db4b9589969ddedd119041e02e,591cbc3aeb4e30018d0a1941292711c92b75007c2ab6a42ea36b1b7387e263d9
1,public-001,1,"0,0 reference","0,0",True,REQUEST,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,DEC-7,Ten Commandments,No theft,HARD_GATE,VIOLATION,591cbc3aeb4e30018d0a1941292711c92b75007c2ab6a42ea36b1b7387e263d9,0f81707a920a7fbd636c49b22fa8dca205c81065b3f971066b60350491ab8b2f
1,public-001,1,"0,0 reference","0,0",True,REQUEST,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,DEC-8,Ten Commandments,No false witness,HARD_GATE,PASS,0f81707a920a7fbd636c49b22fa8dca205c81065b3f971066b60350491ab8b2f,1d7418c74bea554647f4a9d3844887e4799395d7ad63910385502f1f5adf024e
1,public-001,1,"0,0 reference","0,0",True,REQUEST,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,DEC-9,Ten Commandments,No coercive interference with another relationship,HARD_GATE,PASS,1d7418c74bea554647f4a9d3844887e4799395d7ad63910385502f1f5adf024e,ec66aa31d1344e29e7733a6d6b3465ecd89ac6b3f08403b107d6576783b2acf4
1,public-001,1,"0,0 reference","0,0",True,REQUEST,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,DEC-10,Ten Commandments,No wrongful acquisition of another's property,HARD_GATE,VIOLATION,ec66aa31d1344e29e7733a6d6b3465ecd89ac6b3f08403b107d6576783b2acf4,c73ab8a8dd623bff461d2e411b7044130e6e6ee66c4fc97f0060f66373e4565b
2,public-002,2,"0,1","0,1",False,REQUEST,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,ROB-1,Three Laws of Robotics,Human non-harm,HARD_GATE,PASS,c73ab8a8dd623bff461d2e411b7044130e6e6ee66c4fc97f0060f66373e4565b,ec1099929430476cc457b05ce1a8815ae9bdb774e906126ab63b252f899416d1
2,public-002,2,"0,1","0,1",False,REQUEST,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,ROB-2,Three Laws of Robotics,Bounded obedience,PRECEDENCE,PASS_PRECEDENCE,ec1099929430476cc457b05ce1a8815ae9bdb774e906126ab63b252f899416d1,8d6207a18c2172fbe3ff56a55e2c8d8ff237db248a443a8937de9406e266efdc
2,public-002,2,"0,1","0,1",False,REQUEST,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,ROB-3,Three Laws of Robotics,Subordinate self-preservation,PRECEDENCE,PASS_PRECEDENCE,8d6207a18c2172fbe3ff56a55e2c8d8ff237db248a443a8937de9406e266efdc,46a29d3181c5371b46bded4faf8bbe9c2052aae3de887f3635b1c0a6efab9d44
2,public-002,2,"0,1","0,1",False,REQUEST,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,DEC-1,Ten Commandments,No deification claim,HARD_GATE,PASS,46a29d3181c5371b46bded4faf8bbe9c2052aae3de887f3635b1c0a6efab9d44,eb2c9fddd215eb391d9eae68e8572875f3610e0d18638ac2a6fc495ccebfd6f4
2,public-002,2,"0,1","0,1",False,REQUEST,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,DEC-2,Ten Commandments,No deceptive divine invocation,HARD_GATE,PASS,eb2c9fddd215eb391d9eae68e8572875f3610e0d18638ac2a6fc495ccebfd6f4,345e86e7f1fe347753e7899c4c8fa031704b9a22b027b01413f806633859ce7f
2,public-002,2,"0,1","0,1",False,REQUEST,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,DEC-3,Ten Commandments,Sabbath/rest observance,NOT_APPLICABLE,NOT_APPLICABLE,345e86e7f1fe347753e7899c4c8fa031704b9a22b027b01413f806633859ce7f,7339c7effda624908823a9e71cf6774ab7d37e17465b0b7cb2deeb7e138a5f1d
2,public-002,2,"0,1","0,1",False,REQUEST,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,DEC-4,Ten Commandments,Honor parents/family,NOT_APPLICABLE,NOT_APPLICABLE,7339c7effda624908823a9e71cf6774ab7d37e17465b0b7cb2deeb7e138a5f1d,927104de9bd0fa2a2392c77d1d51dccb624caf96a773f541f927236b76c5c120
2,public-002,2,"0,1","0,1",False,REQUEST,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,DEC-5,Ten Commandments,No killing or physical injury,HARD_GATE,PASS,927104de9bd0fa2a2392c77d1d51dccb624caf96a773f541f927236b76c5c120,f4b94e31e34d5a4c5ad709b80ecf8579090884cc232c921e9d379948a6e4abd9
2,public-002,2,"0,1","0,1",False,REQUEST,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,DEC-6,Ten Commandments,No facilitation of sexual betrayal/exploitation,HARD_GATE,PASS,f4b94e31e34d5a4c5ad709b80ecf8579090884cc232c921e9d379948a6e4abd9,eb1dbb779fdc5a8d34934baf68371364c73a2bdab50cdd7f34e1e944ca5768e4
2,public-002,2,"0,1","0,1",False,REQUEST,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,DEC-7,Ten Commandments,No theft,HARD_GATE,PASS,eb1dbb779fdc5a8d34934baf68371364c73a2bdab50cdd7f34e1e944ca5768e4,817c3eb27606b2bb04b42fd3ec2a43c9bea2e8e955ce77740f4109aee255e62b
2,public-002,2,"0,1","0,1",False,REQUEST,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,DEC-8,Ten Commandments,No false witness,HARD_GATE,PASS,817c3eb27606b2bb04b42fd3ec2a43c9bea2e8e955ce77740f4109aee255e62b,973a0cba72104388df7379b6267193994bad0adea4ba8ddec4718d6068f5bb9c
2,public-002,2,"0,1","0,1",False,REQUEST,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,DEC-9,Ten Commandments,No coercive interference with another relationship,HARD_GATE,PASS,973a0cba72104388df7379b6267193994bad0adea4ba8ddec4718d6068f5bb9c,3d95540b97713783255215cfc13b64da4e09055eeb0807124b068c9b8bfafec1
2,public-002,2,"0,1","0,1",False,REQUEST,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,DEC-10,Ten Commandments,No wrongful acquisition of another's property,HARD_GATE,PASS,3d95540b97713783255215cfc13b64da4e09055eeb0807124b068c9b8bfafec1,f799002563797fae67140cd59d97f3b83f9bca81211e38f6897df942bb35fdde
2,public-002,2,"0,1","0,1",False,OUTPUT,ba9891785178c237b36af187871d55a5749b98fee6be82f2e9e7802d611ec395,wilson-transparent-ethics-reference-v1,b493b76b4e4462d56eca98f4afc6e1c00cd32ac0a7dc938d6c3dd9283e1f822d,ROB-1,Three Laws of Robotics,Human non-harm,HARD_GATE,PASS,f799002563797fae67140cd59d97f3b83f9bca81211e38f6897df942bb35fdde,3e7bdacbcd8d6113b54cccbba62e8eb064f4d3222845d7472eabffa6e5148dde
